M01.36*,"나병[한센병]에서의 관절염, 아래다리","Arthritis in leprosy [Hansen's disease](A30.-+), lower leg(fibula, tibia, knee joint)",
M01.36*,"임균성 관절염, 아래다리","Gonococcal arthritis(A54.4+), lower leg(fibula, tibia, knee joint)",
M01.36*,"국소 살모넬라 감염에서의 관절염, 아래다리","Arthritis in localized salmonella infection(A02.2+), lower leg(fibula, tibia, knee joint)",
M01.36*,"달리 분류된 기타 세균성 질환 관절염, 아래다리","Arthritis in other bacterial diseases classified elsewhere, lower leg(fibula, tibia, knee joint)",
M01.37*,"나병[한센병]에서의 관절염, 발목 및 발","Arthritis in leprosy [Hansen's disease](A30.-+), ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M01.37*,"국소 살모넬라 감염에서의 관절염, 발목 및 발","Arthritis in localized salmonella infection(A02.2+), ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M01.37*,"임균성 관절염, 발목 및 발","Gonococcal arthritis(A54.4+), ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M01.37*,"장티푸스 및 파라티푸스에서의 관절염, 발목 및 발","Arthritis in typhoid or paratyphoid orever(A01.-+), ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M01.37*,"달리 분류된 기타 세균성 질환 관절염, 발목 및 발","Arthritis in other bacterial diseases classified elsewhere, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M01.38*,"국소 살모넬라 감염에서의 관절염, 기타 부위","Arthritis in localized salmonella infection(A02.2+), other(head, neck, ribs, skull, trunk, vertebral column)",
M01.38*,"나병[한센병]에서의 관절염, 기타 부위","Arthritis in leprosy [Hansen's disease](A30.-+), other(head, neck, ribs, skull, trunk, vertebral column)",
M01.38*,"달리 분류된 기타 세균성 질환 관절염, 기타 부위","Arthritis in other bacterial diseases classified elsewhere, other(head, neck, ribs, skull, trunk, vertebral column)",
M01.38*,"임균성 관절염, 기타 부위","Gonococcal arthritis(A54.4+), other(head, neck, ribs, skull, trunk, vertebral column)",
M01.38*,"장티푸스 및 파라티푸스에서의 관절염, 기타 부위","Arthritis in typhoid or paratyphoid orever(A01.-+), other(head, neck, ribs, skull, trunk, vertebral column)",
M01.39*,"달리 분류된 기타 세균성 질환 관절염, 상세불명 부위","Arthritis in other bacterial diseases classified elsewhere, site unspecified",
M01.39*,"나병[한센병]에서의 관절염, 상세불명 부위","Arthritis in leprosy [Hansen's disease](A30.-+), site unspecified",
M01.39*,"국소 살모넬라 감염에서의 관절염, 상세불명 부위","Arthritis in localized salmonella infection(A02.2+), site unspecified",
M01.39*,"임균성 관절염, 상세불명 부위","Gonococcal arthritis(A54.4+), site unspecified",
M01.39*,"장티푸스 및 파라티푸스에서의 관절염, 상세불명 부위","Arthritis in typhoid or paratyphoid orever(A01.-+), site unspecified",
M01.4*,풍진성 관절염,Rubella arthritis(B06.8+),
M01.40*,"풍진성 관절염, 다발 부위","Rubella arthritis(B06.8+), multiple sites",
M01.41*,"풍진성 관절염, 어깨 부위","Rubella arthritis(B06.8+), shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M01.42*,"풍진성 관절염, 위팔","Rubella arthritis(B06.8+), upper arm(humerus, elbow joints)",
M01.43*,"풍진성 관절염, 아래팔","Rubella arthritis(B06.8+), forearm(radius, ulna, wrist joints)",
M01.44*,"풍지성 관절염, 손","Rubella arthritis(B06.8+), hand(carpus, fingers, metacarpus, joints between these bones)",
M01.45*,"풍진성 관절염, 골반 부위 및 넓적다리","Rubella arthritis(B06.8+), pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M01.46*,"풍진성 관절염, 아래다리","Rubella arthritis(B06.8+), lower leg(fibula, tibia, knee joint)",
M01.47*,"풍진성 관절염, 발목 및 발","Rubella arthritis(B06.8+), ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M01.48*,"풍진성 관절염 ,기타 부위","Rubella arthritis(B06.8+), other(head, neck, ribs, skull, trunk, vertebral column)",
M01.49*,"풍진성 관절염, 상세불명 부위","Rubella arthritis(B06.8+), site unspecified",
M01.5*,달리 분류된 기타 바이러스성 질환에서의 관절염,Arthritis in other viral diseases classified elsewhere,
M01.5*,오뇽뇽열에서의 관절염,Arthritis O'nyong-nyong fever(A92.1+),
M01.5*,볼거리에서의 관절염,Arthritis in mumps(B26.8+),
M01.50*,"달리분류된 기타 바이러스성 질환에서의 관절염, 다발부위","Arthritis in other viral diseases classified elsewhere, multiple sites",
M01.50*,"볼거리에서의 관절염, 다발 부위","Arthritis in mumps(B26.8+), multiple sites",
M01.50*,"오뇽뇽열에서의 관절염, 다발 부위","Arthritis O&acute;nyong-nyong fever(A92.1+), multiple sites",
M01.51*,"볼거리에서의 관절염, 어깨 부위","Arthritis in mumps(B26.8+), shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M01.51*,"오뇽뇽열에서의 관절, 어깨 부위","Arthritis O&acute;nyong-nyong fever(A92.1+), shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M01.51*,"달리분류된 기타 바이러스성 질환에서의 관절염, 어깨 부위","Arthritis in other viral diseases classified elsewhere, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M01.52*,"달리분류된 기타 바이러스성 질환에서의 관절염, 위팔","Arthritis in other viral diseases classified elsewhere, upper arm(humerus, elbow joints)",
M01.52*,"오뇽뇽열에서의 관절염, 위팔","Arthritis O&acute;nyong-nyong fever(A92.1+), upper arm(humerus, elbow joints)",
M01.52*,"볼거리에서의 관절염, 위팔","Arthritis in mumps(B26.8+), upper arm(humerus, elbow joints)",
M01.53*,"달리분류된 기타 바이러스성 질환에서의 관절염, 아래팔","Arthritis in other viral diseases classified elsewhere, forearm(radius, ulna, wrist joints)",
M01.53*,"오뇽뇽열에서의 관절염, 아래팔","Arthritis O&acute;nyong-nyong fever(A92.1+), forearm(radius, ulna, wrist joints)",
M01.53*,"볼거리에서의 관절염, 아래팔","Arthritis in mumps(B26.8+), forearm(radius, ulna, wrist joints)",
M01.54*,"달리분류된 기타 바이러스성 질환에서의 관절염, 손","Arthritis in other viral diseases classified elsewhere, hand(carpus, fingers, metacarpus, joints between these bones)",
M01.54*,"오뇽뇽열에서의 관절염, 손","Arthritis O&acute;nyong-nyong fever(A92.1+), hand(carpus, fingers, metacarpus, joints between these bones)",
M01.54*,"볼거리에서의 관절염, 손","Arthritis in mumps(B26.8+), hand(carpus, fingers, metacarpus, joints between these bones)",
M01.55*,"달리분류된 기타 바이러스성 질환에서의 관절염, 골반 부위 및 넓적다리","Arthritis in other viral diseases classified elsewhere, pelvic region and thigh(carpus, fingers, metacarpus)",
M01.55*,"볼거리에서의 관절염, 골반 부위 및 넓적다리","Arthritis in mumps(B26.8+), pelvic region and thigh(carpus, fingers, metacarpus)",
M01.55*,"오뇽뇽열에서의 관절염, 골반 부위 및 넓적다리","Arthritis O'nyong-nyong fever(A92.1+), pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M01.56*,"오뇽뇽열에서의 관절염, 아래다리","Arthritis O&acute;nyong-nyong fever(A92.1+), lower leg(fibula, tibia, knee joint)",
M01.56*,"달리분류된 기타 바이러스성 질환에서의 관절염, 아래다리","Arthritis in other viral diseases classified elsewhere, lower leg (fibula, tibia, knee joint)",
M01.56*,"볼거리에서의 관절염, 아래다리","Arthritis in mumps(B26.8+), lower leg(fibula, tibia, knee joint)",
M01.57*,"달리분류된 기타 바이러스성 질환에서의 관절염, 발목 및 발","Arthritis in other viral diseases classified elsewhere, ankle and foot (carpus, fingers, metacarpus)",
M01.57*,"볼거리에서의 관절염, 발목 및 발","Arthritis in mumps(B26.8+), ankle and foot(carpus, fingers, metacarpus)",
M01.57*,"오뇽뇽열에서의 관절염, 발목 및 발","Arthritis O&acute;nyong-nyong fever(A92.1+), ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M01.58*,"오뇽뇽열에서의 관절염, 기타 부위","Arthritis O&acute;nyong-nyong fever(A92.1+), other(head, neck, ribs, skull, trunk, vertebral column)",
M01.58*,"달리분류된 기타 바이러스성 질환에서의 관절염, 기타 부위","Arthritis in other viral diseases classified elsewhere, other(head, neck, ribs, skull, trunk, vertebral column)",
M01.58*,"볼거리에서의 관절염, 기타 부위","Arthritis in mumps(B26.8+), other(head, neck, ribs, skull, trunk, vertebral column)",
M01.59*,"달리분류된 기타 바이러스성 질환에서의 관절염, 상세불명 부위","Arthritis in other viral diseases classified elsewhere, site unspecified",
M01.59*,"오뇽뇽열에서의 관절염, 상세불명 부위","Arthritis O&acute;nyong-nyong fever(A92.1+), site unspecified",
M01.59*,"볼거리에서의 관절염, 상세불명 부위","Arthritis in mumps(B26.8+), site unspecified",
M01.6*,진균증에서의 관절염,Arthritis in mycoses (B35-B49+),
M01.60*,"진균증에서의 관절염, 다발부위","Arthritis in mycoses (B35-B49+), multiple sites",
M01.61*,"진균증에서의 관절염, 어깨 부위","Arthritis in mycoses (B35-B49+), shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M01.62*,"진균증에서의 관절염, 위팔","Arthritis in mycoses (B35-B49+), upper arm(humerus, elbow joints)",
M01.63*,"진균증에서의 관절염, 아래팔","Arthritis in mycoses (B35-B49+), forearm(radius, ulna, wrist joints)",
M01.64*,"진균증에서의 관절염, 손","Arthritis in mycoses (B35-B49+), hand(carpus, fingers, metacarpus, joints between these bones)",
M01.65*,"진균증에서의 관절염, 골반 부위 부의 및 넓적다리","Arthritis in mycoses (B35-B49+), pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M01.66*,"진균증에서의 관절염, 아래다리","Arthritis in mycoses (B35-B49+), lower leg(fibula, tibia, knee joint)",
M01.67*,"진균증에서의 관절염, 발목 및 발","Arthritis in mycoses (B35-B49+), ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M01.68*,"진균증에서의 관절염, 기타 부위","Arthritis in mycoses (B35-B49+), other(head, neck, ribs, skull, trunk, vertebral column)",
M01.69*,"진균증에서의 관절염, 상세불명 부위","Arthritis in mycoses (B35-B49+), site unspecified",
M01.8*,달리 분류된 기타 감염성 및 기생충성 질환에서의 관절염,Arthritis in other infectious and parasitic diseases classified elsewhere,
M01.80*,"달리분류된 기타 감염성.기생충성 질환에서의 관절염, 다발부위","Arthritis in other infectious and parasitic diseases classified elsewhere, multiple sites",
M01.81*,"달리분류된 기타 감염성.기생충성 질환에서의 관절염, 어깨 부위","Arthritis in other infectious and parasitic diseases classified elsewhere, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M01.82*,"달리분류된 기타 감염성.기생충성 질환에서의 관절염, 위팔","Arthritis in other infectious and parasitic diseases classified elsewhere, upper arm(humerus, elbow joints)",
M01.83*,"달리분류된 기타 감염성.기생충성 질환에서의 관절염, 아래팔","Arthritis in other infectious and parasitic diseases classified elsewhere, forearm(radius, ulna, wrist joints)",
M01.84*,"달리분류된 기타 감염성.기생충성 질환에서의 관절염, 손","Arthritis in other infectious and parasitic diseases classified elsewhere, hand(carpus, fingers, metacarpus, joints between these bones)",
M01.85*,"달리분류된 기타 감염성.기생충성 질환에서의 관절염, 골반 부위 및 넓적다리","Arthritis in other infectious and parasitic diseases classified elsewhere, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M01.86*,"달리분류된 기타 감염성.기생충성 질환에서의 관절염, 아래다리","Arthritis in other infectious and parasitic diseases classified elsewhere, lower leg(fibula, tibia, knee joint)",
M01.87*,"달리분류된 기타 감염성.기생충성 질환에서의 관절염, 발목 및 발","Arthritis in other infectious and parasitic diseases classified elsewhere, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M01.88*,"달리분류된 기타 감염성.기생충성 질환에서의 관절염, 기타부위","Arthritis in other infectious and parasitic diseases classified elsewhere, other(head, neck, ribs, skull, trunk, vertebral column)",
M01.89*,"달리분류된 기타 감염성 기생충성 질환에서의 관절염, 상세불명 부위","Arthritis in other infectious and parasitic diseases classified elsewhere, site unspecified",
M02,반응성 관절병증,Reactive arthropathies,
M02.0,창자 우회에 속발된 관절병증,Arthropathy following intestinal bypass,
M02.00,"창자 우회에 속발된 관절병증, 다발부위","Arthropathy following intestinal bypass, multiple sites",
M02.01,"창자 우회에 속발된 관절병증, 어깨 부위","Arthropathy following intestinal bypass, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M02.02,"창자 우회에 속발된 관절병증, 위팔","Arthropathy following intestinal bypass, upper arm(humerus, elbow joints)",
M02.03,"창자 우회에 속발된 관절병증, 아래팔","Arthropathy following intestinal bypass, forearm(radius, ulna, wrist joints)",
M02.04,"창자 우회에 속발된 관절병증, 손","Arthropathy following intestinal bypass, hand(carpus, fingers, metacarpus, joints between these bones)",
M02.05,"창자 우회에 속발된 관절병증, 골반 부위 및 넓적다리","Arthropathy following intestinal bypass, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M02.06,"창자 우회에 속발된 관절병증, 아래다리","Arthropathy following intestinal bypass, lower leg(fibula, tibia, knee joint)",
M02.07,"창자 우회에 속발된 관절병증, 발목 및 발","Arthropathy following intestinal bypass, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M02.08,"창자 우회에 속발된 관절병증, 기타 부위","Arthropathy following intestinal bypass, other(head, neck, ribs, skull, trunk, vertebral column)",
M02.09,"창자 우회에 속발된 관절병증, 상세불명 부위","Arthropathy following intestinal bypass, site unspecified",
M02.1,이질후 관절병증,Postdysenteric arthropathy,
M02.10,"이질후 관절병증, 다발 부위","Postdysenteric arthropathy, multiple sites",
M02.11,"이질후 관절병증, 어깨 부위","Postdysenteric arthropathy, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M02.12,"이질후 관절병증, 위팔","Postdysenteric arthropathy, upper arm(humerus, elbow joints)",
M02.13,"이질후 관절병증, 아래팔","Postdysenteric arthropathy, forearm(radius, ulna, wrist joints)",
M02.14,"이질후 관절병증, 손","Postdysenteric arthropathy, hand(carpus, fingers, metacarpus, joints between these bones)",
M02.15,"이질후 관절병증, 골반 부위 및 넓적다리","Postdysenteric arthropathy, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M02.16,"이질후 관절병증, 아래다리","Postdysenteric arthropathy, lower leg(fibula, tibia, knee joint)",
M02.17,"이질후 관절병증, 발목 및 발","Postdysenteric arthropathy, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M02.18,"이질후 관절병증, 기타 부위","Postdysenteric arthropathy, other(head, neck, ribs, skull, trunk, vertebral column)",
M02.19,"이질후 관절병증, 상세불명 부위","Postdysenteric arthropathy, site unspecified",
M02.2,예방접종후 관절병증,Postimmunization arthropathy,
M02.20,"예방접종후 관절병증, 다발 부위","Postimmunization arthropathy, multiple sites",
M02.21,"예방접종후 관절병증, 어깨 부위","Postimmunization arthropathy, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M02.22,"예방접종후 관절병증, 위팔","Postimmunization arthropathy, upper arm(humerus, elbow joints)",
M02.23,"예방접종후 관절병증, 아래팔","Postimmunization arthropathy, forearm(radius, ulna, wrist joints)",
M02.24,"예방접종후 관절병증, 손","Postimmunization arthropathy, hand(carpus, fingers, metacarpus, joints between these bones)",
M02.25,"예방접종후 관절병증, 골반 부위 및 넓적다리","Postimmunization arthropathy, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M02.26,"예방접종후 관절병증, 아래다리","Postimmunization arthropathy, lower leg(fibula, tibia, knee joint)",
M02.27,"예방접종후 관절병증, 발목 및 발","Postimmunization arthropathy, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M02.28,"예방접종후 관절병증, 기타 부위","Postimmunization arthropathy, other(head, neck, ribs, skull, trunk, vertebral column)",
M02.29,"예방접종후 관절병증, 상세불명 부위","Postimmunization arthropathy, site unspecified",
M02.3,라이터병,Reiter's disease,
M02.30,"라이터병, 다발 부위","Reiter's disease, multiple sites",
M02.31,"라이터병, 어깨 부위","Reiter's disease, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M02.32,"라이터병, 위팔","Reiter's disease, upper arm(humerus, elbow joints)",
M02.33,"라이터병, 아래팔","Reiter's disease, forearm(radius, ulna, wrist joints)",
M02.34,"라이터병, 손","Reiter's disease, hand(carpus, fingers, metacarpus, joints between these bones)",
M02.35,"라이터병, 골반 부위 및 넓적다리","Reiter's disease, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M02.36,"라이터병, 아래다리","Reiter's disease, lower leg(fibula, tibia, knee joint)",
M02.37,"라이터병, 발목 및 발","Reiter's disease, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M02.38,"라이터병, 기타 부위","Reiter's disease, other(head, neck, ribs, skull, trunk, vertebral column)",
M02.39,"라이터병, 상세불명 부위","Reiter's disease, site unspecified",
M02.8,기타 반응성 관절병증,Other reactive arthropathies,
M02.80,"기타 반응성 관절병증, 다발 부위","Other reactive arthropathies, multiple sites",
M02.81,"기타 반응성 관절병증, 어깨 부위","Other reactive arthropathies, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M02.82,"기타 반응성 관절병증, 위팔","Other reactive arthropathies, upper arm(humerus, elbow joints)",
M02.83,"기타 반응성 관절병증, 아래팔","Other reactive arthropathies, forearm(radius, ulna, wrist joints)",
M02.84,"기타 반응성 관절병증, 손","Other reactive arthropathies, hand(carpus, fingers, metacarpus, joints between these bones)",
M02.85,"기타 반응성 관절병증, 골반 부위 및 넓적다리","Other reactive arthropathies, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M02.86,"기타 반응성 관절병증, 아래다리","Other reactive arthropathies, lower leg(fibula, tibia, knee joint)",
M02.87,"기타 반응성 관절병증, 발목 및 발","Other reactive arthropathies, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M02.88,"기타 반응성 관절병증, 기타 부위","Other reactive arthropathies, other(head, neck, ribs, skull, trunk, vertebral column)",
M02.89,"기타 반응성 관절병증, 상세불명 부위","Other reactive arthropathies, site unspecified",
M02.9,상세불명의 반응성 관절병증,"Reactive arthropathy, unspecified",
M02.90,"상세불명의 반응성 관절병증, 다발 부위","Reactive arthropathy, unspecified, multiple sites",
M02.91,"상세불명의 반응성 관절병증, 어깨 부위","Reactive arthropathy, unspecified, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M02.92,"상세불명의 반응성 관절병증, 위팔","Reactive arthropathy, unspecified, upper arm(humerus, elbow joints)",
M02.93,"상세불명의 반응성 관절병증, 아래팔","Reactive arthropathy, unspecified, forearm(radius, ulna, wrist joints)",
M02.94,"상세불명의 반응성 관절병증, 손","Reactive arthropathy, unspecified, hand(carpus, fingers, metacarpus, joints between these bones)",
M02.95,"상세불명의 반응성 관절병증, 골반 부위 및 넓적다리","Reactive arthropathy, unspecified, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M02.96,"상세불명의 반응성 관절병증, 아래다리","Reactive arthropathy, unspecified, lower leg(fibula, tibia, knee joint)",
M02.97,"상세불명의 반응성 관절병증, 발목 및 발","Reactive arthropathy, unspecified, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M02.98,"상세불명의 반응성 관절병증, 기타 부위","Reactive arthropathy, unspecified, other(head, neck, ribs, skull, trunk, vertebral column)",
M02.99,"상세불명의 반응성 관절병증, 상세불명 부위","Reactive arthropathy, unspecified, site unspecified",
M03*,달리 분류된 질환에서의 감염후 및 반응성 관절병증,Postinfective and reactive arthropathies in diseases classified elsewhere,
M03.0*,수막알균감염후 관절염,Postmeningococcal arthritis(A39.8+),
M03.00*,"수막알균감염후 관절염, 다발 부위","Postmeningococcal arthritis(A39.8+), multiple sites",
M03.01*,"수막알균감염후 관절염, 어깨 부위","Postmeningococcal arthritis(A39.8+), shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M03.02*,"수막알균감염후 관절염, 위팔","Postmeningococcal arthritis(A39.8+), upper arm(humerus, elbow joints)",
M03.03*,"수막알균감염후 관절염, 아래팔","Postmeningococcal arthritis(A39.8+), forearm(radius, ulna, wrist joints)",
M03.04*,"수막알균감염후 관절염, 손","Postmeningococcal arthritis(A39.8+), hand(carpus, fingers, metacarpus, joints between these bones)",
M03.05*,"수막알균감염후 관절염, 골반 부위 및 넓적다리","Postmeningococcal arthritis(A39.8+), pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M03.06*,"수막알균감염후 관절염, 아래다리","Postmeningococcal arthritis(A39.8+), lower leg(fibula, tibia, knee joint)",
M03.07*,"수막알균감염후 관절염, 발목 및 발","Postmeningococcal arthritis(A39.8+), ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M03.08*,"수막알균감염후 관절염, 기타 부위","Postmeningococcal arthritis(A39.8+), other(head, neck, ribs, skull, trunk, vertebral column)",
M03.09*,"수막알균감염후 관절염, 상세불명 부위","Postmeningococcal arthritis(A39.8+), site unspecified",
M03.1*,매독에서의 감염후 관절병증,Postinfective arthropathy in syphilis,
M03.1*,무릎관절의 양측성 관절수증,Clutton's joints(A50.5+),
M03.10*,"매독에서의 감염후 관절병증, 다발 부위","Postinfective arthropathy in syphilis, multiple sites",
M03.10*,"무릎관절의 양측성 관절수증, 다박 부위","Clutton's joints(A50.5+), multiple sites",
M03.11*,"무릎관절의 양측성 관절수증, 어깨 부위","Clutton's joints(A50.5+), shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M03.11*,"매독에서의 감염후 관절병증, 어깨 부위","Postinfective arthropathy in syphilis, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M03.12*,"매독에서의 감염후 관절병증, 위팔","Postinfective arthropathy in syphilis, upper arm(humerus, elbow joints)",
M03.12*,"무릎관절의 양측성 관절수증, 위팔","Clutton's joints(A50.5+), upper arm(humerus, elbow joints)",
M03.13*,"매독에서의 감염후 관절병증, 아래팔","Postinfective arthropathy in syphilis, forearm(radius, ulna, wrist joints)",
M03.13*,"무릎관절의 양측성 관절수증, 아래팔","Clutton's joints(A50.5+), forearm(radius, ulna, wrist joints)",
M03.14*,"무릎관절의 양측성 관절수증, 손","Clutton's joints(A50.5+), hand(carpus, fingers, metacarpus, joints between these bones)",
M03.14*,"매독에서의 감염후 관절병증, 손","Postinfective arthropathy in syphilis, hand(carpus, fingers, metacarpus, joints between these bones)",
M03.15*,"매독에서의 감염후 관절병증, 골반 부위 및 넓적다리","Postinfective arthropathy in syphilis, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M03.15*,"무릎관절의 양측성 관절수증, 골반 부위 및 넓적다리","Clutton's joints(A50.5+), pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M03.16*,"매독에서의 감염후 관절병증, 아래다리","Postinfective arthropathy in syphilis, lower leg(fibula, tibia, knee joint)",
M03.16*,"무릎관절의 양측성 관절수, 아래다리","Clutton's joints(A50.5+), lower leg(fibula, tibia, knee joint)",
M03.17*,"무릎관절의 양측성 관절수증, 발목 및 발","Clutton's joints(A50.5+), ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M03.17*,"매독에서의 감염후 관절병증, 발목 및 발","Postinfective arthropathy in syphilis, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M03.18*,"매독에서의 감염후 관절병증, 기타 부위","Postinfective arthropathy in syphilis, other(head, neck, ribs, skull, trunk, vertebral column)",
M03.18*,"무릎관절의 양측성 관절수증, 기타 부위","Clutton's joints(A50.5+), other(head, neck, ribs, skull, trunk, vertebral column)",
M03.19*,"무릎관절의 양측성 관절수증, 상세불명 부위","Clutton's joints(A50.5+), site unspecified",
M03.19*,"매독에서의 감염후 관절병증, 상세불명 부위","Postinfective arthropathy in syphilis, site unspecified",
M03.2*,예르시니아 엔테로콜리티카균에 의한 창자염에서의 감염후 관절병증,Postinfectious arthopathy in enteritis due to Yersinia enterodolitica(A04.6+),
M03.2*,바이러스 간염에서의 감염후 관절병증,Postinifectious arthropathy in viral hepatitis(B15-B19),
M03.2*,달리 분류된 질환에서의 기타 감염후 관절병증,Other Postinfectious arthropathies in diseases classified elsewhere,
M03.20*,"바이러스 간염에서의 감염후 관절병증, 다발 부위","Postinifectious arthropathy in viral hepatitis(B15-B19), multiple sites",
M03.20*,"달리분류된 질환에서의 감염후 관절병증, 다발 부위","Other Postinfectious arthropathies in diseases classified elsewhere, multiple sites",
M03.20*,"예르시니아 엔테로콜리티카균에 의한 창자염에서의 감염후 관절병증, 다발 부위","Postinfectious arthopathy in enteritis due to Yersinia enterodolitica(A04.6+), multiple sites",
M03.21*,"달리분류된 질환에서의 감염후 관절병증, 어깨 부위","Other Postinfectious arthropathies in diseases classified elsewhere, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M03.21*,"바이러스 간염에서의 감염후 관절병증, 어깨 부위","Postinifectious arthropathy in viral hepatitis(B15-B19), shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M03.21*,"예르시니아 엔테로콜리티카균에 의한 창자염에서의 감염후 관절병증, 어깨 부위","Postinfectious arthopathy in enteritis due to Yersinia enterodolitica(A04.6+), shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M03.22*,"예르시니아 엔테로콜리티카균에 의한 창자염에서의 감염후 관절병증, 위팔","Postinfectious arthopathy in enteritis due to Yersinia enterodolitica(A04.6+), upper arm(humerus, elbow joints)",
M03.22*,"달리분류된 질환에서의 감염후 관절병증, 위팔","Other Postinfectious arthropathies in diseases classified elsewhere, upper arm(humerus, elbow joints)",
M03.22*,"바이러스 간염에서의 감염후 관절병증, 위팔","Postinifectious arthropathy in viral hepatitis(B15-B19), upper arm(humerus, elbow joints)",
M03.23*,"예르시니아 엔테로콜리티카균에 의한 창자염에서의 감염후 관절병증, 아래팔","Postinfectious arthopathy in enteritis due to Yersinia enterodolitica(A04.6+), forearm(radius, ulna, wrist joints)",
M03.23*,"바이러스 간염에서의 감염후 관절병증, 아래팔","Postinifectious arthropathy in viral hepatitis(B15-B19), forearm(radius, ulna, wrist joints)",
M03.23*,"달리분류된 질환에서의 감염후 관절병증, 아래팔","Other Postinfectious arthropathies in diseases classified elsewhere, forearm(radius, ulna, wrist joints)",
M03.24*,"예르시니아 엔테로콜리티카균에 의한 창자염에서의 감염후 관절병증, 손","Postinfectious arthopathy in enteritis due to Yersinia enterodolitica(A04.6+), hand(carpus, fingers, metacarpus, joints between these bones)",
M03.24*,"달리분류된 질환에서의 감염후 관절병증, 손","Other Postinfectious arthropathies in diseases classified elsewhere, hand(carpus, fingers, metacarpus, joints between these bones)",
M03.24*,"바이러스 간염에서의 감염후 관절병증, 손","Postinifectious arthropathy in viral hepatitis(B15-B19), hand(carpus, fingers, metacarpus, joints between these bones)",
M03.25*,"달리분류된 질환에서의 감염후 관절병증, 골반 부위 및 넓적다리","Other Postinfectious arthropathies in diseases classified elsewhere, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
